CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"128,753",CA0339400,State of CA DOJ/BNE Inland Crackdown Allied Task Force,"97,645",
"128,737",SC0460000,"Office of the Sheriff, York County,  South Carolina","1,775",
"128,729",KS0460900,"City of Shawnee, KS Police Department","2,432",
"128,729",MO0950000,St. Louis County Police Department,"15,876","11,483"
"128,719",CA0192KOX,L.A. IMPACT,"125,827",802
"128,718",WV0203600,Metro Drug Enforcement Network Team/Charleston PD,"43,913",
"128,703",MI8234900,Detroit Police Department,"12,403",
"128,700",MI8218200,"Chiefs Agencies/FBI, Wayne Co. Sheriff, Detroit, MI  48226","511,948",
"128,698",SC4600000,York County Sheriff's Office,"1,775",
"128,696",CA0013700,Alameda County Narcotics Task Force,"11,027",0
"128,685",NYQNGCD22,State of New York Office of the Attorney General,"4,702",
"128,684",GA0060000,"BANKS COUNTY SHERIFF'S OFFICE, HOMER, GEORGIA","54,464",
"128,683",CA0192KOX,L.A. Impact,"63,213","1,595"
"128,680",CA0570310,Yolo County Narcotic Enforcement Team,"1,577",
"128,667",SC0460000,York County Sheriff's Office (DEA - 2010 Operation Southern Heat),"1,775",
"128,665",CA0192KOX,L.A. I.M.P.A.C.T,"8,395",0
"128,665",CA0192KOX,L.A. I.M.P.A.C.T,"19,724",501
"128,665",CA0192KOX,L.A.I.M.P.A.C.T,"21,167",0
"128,665",CA0192KOX,L.A. I.M.P.A.C.T.,"5,164","1,094"
"128,644",VAVTF0101,CENTRAL VA REGIONAL TASK FORCE,,"4,251"
"128,643",NC0760000,Randolph County Sheriff's Office,,"10,000"
"128,621",CA0339400,"Bureau of Narcotic Enforcement, INCA Task Force","169,395","124,299"
"128,620",VA111021A,City of Hampton,0,"1,337"
"128,613",SC0460000,York County Sheriff's Office,"1,775",
"128,593",CA0192KOX,LA IMPACT,"54,450","1,595"
"128,590",CA0560000,County of Ventura,"69,585",
"128,580",CA0450000,Shasta County Sheriff's Office,437,"5,993"
"128,573",CA0192KOX,L.A. IMPACT - City of LaVerne,"54,450","1,303"
"128,568",CA0192KOX,LA IMPACT,"69,432","2,396"
"128,566",KY0567600,Metro Narcotics Task Force,"972,823",
"128,557",CA0459400,BUREAU OF NARCOTIC ENFORCEMENT,"5,000",
"128,554",CA0349496,Bureau of Narcotic Enforcement,702,
"128,546",NY030023A,District Attorney of New York County,0,"91,617"
"128,546",NY030043J,Special Narcotics Prosecution of NYC,"1,032,936","49,001"
"128,545",MI8269300,Redford Police Department,"9,042",
"128,541",IAEQ00184,Johnson County Multi Agency Drug Task force,"2,987",
"128,521",WY0110400,WYOMING DIVISION OF CRIMINAL INVESTIGATION,155,0
"128,521",WY0130100,CASPER POLICE DEPARTMENT,"5,236",0
"128,521",WY0130200,MILLS POLICE DEPARTMENT,267,0
"128,509",CA0192KOX,LA IMPACT,"12,500",
"128,509",CA0192KOX,LA IMPACT,"12,500",
"128,509",CA0192KOX,LA IMPACT,"11,123",
"128,509",CA0192KOX,LA IMPACT,"16,667",
"128,509",CA0192KOX,LA IMPACT,"20,987",753
"128,509",CA0192KOX,LA IMPACT,"8,350",
"128,509",CA0192KOX,LA IMPACT,"25,639",
"128,509",CA0192KOX,LA IMPACT,"12,500",
"128,504",CA0192KOX,L.A. Impact,"87,951",753
"128,500",CA0349496,"Bureau of Narcotic Enforcement, DOJ","482,161","7,867"
"128,487",MI6397597,Oakland County Narcotics Enforcement Team,"9,518",
"128,482",CA0349496,DOJ-Bureau of Narcotics Enforcement (BNE),"831,923","4,637"
"128,475",CA0300045,OC Sheriff Regional Narcotics Suppression Program,"1,795,767",0
"128,473",FL0010000,Alachua County Sheriff's Office,"2,376",0
"128,473",FL0060000,Broward County Sheriff's Office,"4,097",0
"128,451",CAEQ00118,PALM SPRINGS NARCOTICS TASK FORCE,"55,796",
"128,448",CA0040000,Butte County Sheriff's Office,"5,235",
"128,442",MO0950000,ST LOUIS COUNTY MULTI JURIDICTIONAL DRUG TASK FORCE,"39,114",
"128,420",VAVSP0000,Department of State Police,514,
"128,420",VAVSP0000,Department of State Police,"1,014",
"128,420",VAVSP0000,Department of State Police,306,
"128,393",CA0192KOX,LA IMPACT,,292
"128,384",CA034013A,Sacramento County District Attorney,"37,225",
"128,380",CA0349496,Bureau of Narcotic Enforcement,"505,238",
"128,380",CA0349965,California Highway Patrol,"11,261",
"128,370",CA0360075,San Bernardino County Sheriff's Dept - IRNET,"234,320",
"128,359",CA0290000,Nevada City Sheriff's Department,"11,465",
"128,352",MI4114100,Kent County Sheriff's Department,"25,962",
"128,344",WI0320101,West Central Metropolitan Enforcement Group,"4,375",
"128,344",WI0411600,West Allis Police Department,"2,413",
"128,342",VAVSPOOOO,Virginia State Police,102,
"128,338",MI6397597,Oakland County Narcotics Enforcement Team,"7,893",39
"128,335",CA0360075,Inland Regional Narcotics Enforcement Team (IRNET),"10,119",
"128,321",CAEQ00035,San Mateo County Narcotics Task Force,"402,545",
"128,313",MI8218200,Wayne County Sheriff Department,"263,334",
"128,285",CA0190036,Los Angeles Sheriff's Department,"6,394",
"128,271",CA0339400,Bureau of Narcotic Enforcement / INCA,"56,468","41,176"
"128,261",FL0060000,Broward County Sheriff's Office,"2,822",
"128,261",FL0060300,City of Fort Lauderdale,539,
"128,261",FL0640000,Volusia County,"390,627",
"128,235",MDMSP2600,Carroll County Drug Task Force,"31,312",
"128,232",CA0300045,Regional Narcotics Suppression Program,"109,421",
"128,221",VT0000000,Vermont State Police Drug Task Force,213,
"128,214",CA043013A,Santa Clara County - Office of the District Attorney,897,
"128,214",CA0431600,City of Sunnyvale,"77,821","2,484"
"128,213",VAVTF0101,Central Virginia Regional Narcotics Task Force,"4,251",0
"128,188",NY030023A,New York County District Attorney,,"34,109"
"128,188",NY030043J,NYC Special Narcotics Prosecutor,"236,779","11,232"
"128,152",VAVSP0000,Central VA Multi-Jurisdicitional Task Force,"4,251",0
"128,150",CA0192900,L.A. Impact,"58,049",501
"128,150",CA0195600,Redondo Beach Police Department SIU,"2,580",0
"128,131",CA0560000,"Ventura County Sheriff's Dept. & Combined Task Force 800 S. Victoria Ave. Ventura, CA 93009","86,296",
"128,125",CA0192KOX,"L.A. Impact La Verne, CA","43,589","1,595"
"128,098",NY030023A,"DISTRICT ATTORNEY, NEW YORK COUNTY",,"91,617"
"128,077",VAVTF0101,Central VA Regional Narcotics Task Force,,661
"128,044",IAEQ00184,Johnson County Multi Agency Drug Task Force,"2,987",
"128,033",CA0331100,"Palm Springs Police Department, Palm Springs, CA","25,000",
"128,027",CA0570310,Yolo County DA-YONET,795,
"128,015",VAVASP000,Virginia State Police,"30,493","2,187"
"128,006",CA0300045,Regional Narcotics Suppression Program,"219,142",
"128,004",CA0450000,Shasta County Sheriff's Office,"81,855",
"128,000",CA0192KOX,LA IMPACT - City of LaVerne,507,437
"127,986",ILDEA01S1,DEA,"134,963",
"127,986",ILICE5500,ICE,,"112,289"
"127,981",VTVSP0000,Vermont State Police,933,
"127,963",IA0070300,"City of Waterloo, Iowa",,"9,500"
"127,958",WY0130000,Natrona County Sheriffs Office,,52
"127,958",WY0130200,Mills Police Department,,267
"127,949",CA0192K0X,Los Angeles Interagency Metropolitan Police Apprel,"54,450","1,303"
"127,939",CA0360075,INLAND REGIONAL NARCOTICS ENFORCEMENT TEAM,"1,761,026",
"127,907",CA0300045,Orange County Regional Narcotics Suppression Program,"109,421",0
"127,905",IAEQ00184,Johnson County Multi Agency Drug Task Force,"2,987",
"127,887",CA0192K0X,LA IMPACT,"214,511",
"127,883",OR0170000,Josephine County Sheriff's Dept,"6,106",
"127,872",VA111021A,Peninsula Association of Commonwealth's Attorneys,"1,656",
"127,861",VAVTF1303,Southside Drug Task Force,120,
"127,859",CA0360000,San Bernardino County Sheriff,"264,105",0
"127,853",CA0400000,San Luis Obispo County Sheriff,,"3,000"
"127,843",NMTF01003,Mid Rio Grande Drug Task Force,"25,000",
"127,829",MO0950000,St. Louis County Police Department,"11,646",
"127,754",WV0230900,US 119 Task Force,262,
"127,749",MI4114100,Kent Area Narcotics Enforcement Team/Kent County Sheriff's Dept,"25,962",
"127,746",TN0330000,Hamilton County Sheriff's Department,"13,070",
"127,733",CA0540000,"Tulare County Sheriff's Office, Visalia, CA","4,883",0
"127,732",CA0540000,"Tulare County Sheriff's Office, Visalia, CA","11,337",0
"127,718",GA1070000,NEWTON COUNTY SHERIFF'S OFFICE,"32,934",
"127,718",GA1470300,SOCIAL CIRCLE SHERIFF'S OFFICE,"8,305",
"127,716",NC0111200,Buncombe County Anti-Crime Task Force,"137,942",
"127,714",NC0110000,Buncombe County Sheriff's Office,125,
"127,711",AKAST0100,Alaska State Troopers - ABADE,"33,601",
"127,710",AKAST0100,"State of Alaska DPS, State Troopers",480,
"127,709",VAVTF0101,Central VA regional Narcotics Task Force,,"4,251"
"127,671",CA0040000,Butte County Sheriff's Office,"2,234",
"127,671",CA0040200,Chico Police Department,"1,823",
"127,671",CA0041000,Butte Interagency Narcotics Task Force,"10,799",
"127,671",CA4500000,Shasta County Sheriff's Department,"3,596",
"127,670",CA004013A,Butte County District Attorney's Office,"2,924",0
"127,670",CA4500000,Shasta County Sheriff's Office,"34,161",0
"127,669",CA0368800,West End Narcotics,171,
"127,664",IAEQ00184,Johnson County Muti-Agency Drug Task Force,878,
"127,650",AZ0080100,Kingman Police Department,"374,892",
"127,642",OH02500000,HIDTA Task Force (Franklin County Sheriff Ohio),"6,502",
"127,642",OH0254500,Ohio Organized Crime Commission Task Force,"1,756",
"127,642",OH070013A,Richland County Prosecuting Attorney,"2,617",
"127,638",,,,
"127,625",MI8218200,Wayne County Sheriff Department,"274,045","134,632"
"127,620",GA0330402,MARIETTA COBB SMYRNA NARCOTICS UNIT,"99,750",
"127,572",VAVSP0000,Virginia State Police,"15,144",
"127,571",VA111021A,Peninsula Association of Commonwealth's Attorney,"9,086",
"127,559",CA0560000,Ventura County Comb. Agency Task Force (Ventura Sheriff),"47,364",0
"127,556",TN0900400,State of Tennessee First District Drug Task Force,105,
"127,503",CA0192KOX,LA IMPACT,"68,029","1,631"
"127,482",MAEQ00079,Cape Ann Regional Drug Strike Force,"6,163",
"127,477",WY0210100,"Evanston Police Department, Evanston, WY","11,790",
"127,470",IL1001400,Southern Illinois Enforcement Group,"56,549",
"127,454",GA0560300,Fayette County Sheriffs Office,"40,155",
"127,445",FL0480010,Metropolitan Bureau of Investigation,"7,960",0
"127,437",CA0349496,CA-DOJ BNE,"11,799",
"127,417",VAVTF0101,Central Regional Narcotics Task Force,661,
"127,413",SC0460000,York County Sheriff's Office,"5,870",
"127,343",MO0950000,St. Louis County Drug Task Force,"37,078",
"127,337",CA0190036,CALIFORNIA MULTI-JURISDICTIONAL METHAMPHETAMINE ENFORCEMENT TEAM,"130,705",0
"127,337",CA0192KOX,LOS ANGELES INTRAGENCY METROPOLITAN POLICE APPREHENSION TASK FORCE,338,0
"127,329",MI6397597,"Oakland County Narcotic Enforcement Team, Pontiac, MI","9,479",39
"127,328",VTV5P0000,"Department of Public Safety VT State Police Waterury, Vermont","2,765",
"127,299",NJICE0500,Customs and Border Patrol,,"199,079"
"127,293",CA0349496,State of California - Department of Justice,"340,774","109,878"
"127,270",MT039035C,DEPARTMENT OF CORRECTIONS  - DOC,"1,984",
"127,270",MT0560100,CITY OF BILLINGS,"34,732",
"127,228",IL0730800,Southern IL Drug Task Force,"30,107",
"127,190",SC4600000,York County Sheriff's Office,"1,775",
"127,154",CA0480600,Vacaville Police Department,"1,553",
"127,138",NY016013A,Franklin County District Attorney's Office,"5,000",
"127,138",NY016013G,Franklin County Probation (restitution for buy money),100,
"127,125",IL1001400,Southern Illinois Enforcement Group (SIEG),"56,549",0
"127,084",CAO190036,County of Los Angeles Sheriff's Department,"41,367",
"127,065",IA0240000,Crawford County Sheriff's Office,"1,151",0
"127,058",IL0990000,Will County Sheriff's Department,"6,000",
"127,051",GAGSP0000,Georgia Department of Public Safety,"193,371","115,803"
"127,029",CA0360075,Inland Regional Narcotics Enforcement Team (IRNET),"38,328",
"127,025",CA0360700,"Ontario Police Department, Ontario, CA","32,156",
"127,019",NMTF01003,Middle Rio Grande Valley Task Force Region I,"2,000",
"126,949",CA0349496,CA. Department of Justice (BNE),"2,500",
"126,943",IA0170300,North Central Iowa Narcotics Task Force,"2,167",
"126,934",NY030043J,OFFICE OF SPECIAL NARCOTICS,"940,902","41,199"
"126,919",CA0349496,Bureau of Narcotic Enforcement CA DOJ,"40,000",
"126,893",OR0170000,Josephine County Sheriff's Office,"4,280",0
"126,884",IL1001400,Southern Illinois Enforcement Group,"5,335",
"126,865",MO0950000,St. Louis County Police,"12,465",0
"126,865",MO0950000,St. Louis County Police,"17,379",
"126,865",MO0950000,St. Louis County Police,"28,467",0
"126,833",IL1001400,Southern Illinois Enforcement Group,"1,995",
"126,776",ND0090000,"Cass County, Fargo, ND","9,830",
"126,776",ND0510000,"Ward County, Minot, ND",300,
"126,746",SC0180000,Dorchester County Sheriff's Office,"4,178",
"126,735",NY041013A,Rensselaer County District Attorney,"1,034",
"126,727",IL1001400,Southern Illinois Enforcement Group,862,0
"126,694",VTVSP0000,Vermont State Police Drug Task Force,"2,204",
"126,629",TN0490600,25th Judicial Drug Task Force,"23,327",
"126,583",CA0346479,California Department of Justice,"21,325",0
"126,581",CA0349496,California Department of Justice,"1,680",
"126,554",IL0990000,Will County Sheriff Office Gang Suppression Unit,"6,000",
"126,535",CA0439400,Department of Justice BNE,"3,441",
"126,493",GAGSP0000,Georgia Department of Public Safety,"1,815",
"126,432",VAVSP0300,Virginia State Police,120,
"126,414",CA0570310,YONET,"1,577",
"126,367",CA0450000,Shasta County Sheriff's Office,"25,000",
"126,305",MO0950000,St. Louis County Drug Task Force,"12,585",
"126,267",KY0510000,US Marshall's Office,,"13,875"
"126,251",NY057013A,Washington County District Attorney's Office,"1,500",
"126,249",MI6397597,Oakland County Narcotics Enforcement Team,"9,479",39
"126,205",NY016913A,Franklin County District Attorney's Office,"10,000",
"126,203",WV0200200,Charleston (WV) Police Dept. - Metro Drug Enforcement Team (MDent,"19,330",
"126,187",WI0411600,"West Allis Police Department, West Allis WI","10,290",
"126,151",NY043013A,Rockland County District Attorneys Office,"354,525",0
"126,151",NY043013G,Rockland County Department of Probation,376,0
"126,123",IL0990000,Will County Sheriff,"6,000",
"126,097",IL09900X1,Will County Sheriff's Office,"8,000",0
"125,999",AR0160800,2nd Judicial District Drug Task Force,"8,277",
"125,969",MO0954100,"St. Louis County, MO Police Department MEG Unit","65,606",
"125,957",NY051013A,Suffolk County D.A.'s Office,"8,740",
"125,855",GAEQ00023,Ocmulgee Drug Task Force,"8,822",
"125,855",GAGSP0000,Georgia Dept. of Public Safety,"2,306",
"125,791",AR0160800,2nd Judicial District Drug Task Force,"5,705",
"125,729",IL0990023,Will County Sheriffs Office (Gang Suppression Unit),"3,000",
"125,683",IL0990000,Will County Sheriff's Department,"6,000",
"125,661",NYDEA1700,Drug Enforcement Agency NY (Funds received in 2007),"62,140",0
"125,661",NYINSAL00,Immigration Customs Enforcement (ICE) (Funds received in 2007),,"11,682"
"125,645",AKAST0100,Alaska State Troopers,"42,918",
"125,623",FL0530000,Polk County Sheriff Office,"8,582",
"125,578",CO0230800,TRIDENT,"14,714",
"125,540",NYDEA0900,Westchester County Narcotics DEA Task Force,"108,529",
"125,514",OHCLP0037,"Cleveland Police Department - Cleveland, Ohio","92,697",
"125,491",IL0150800,East Central Illinois Task Force,"12,634",
"125,447",IL0990000,Will County Sheriff's Department,"3,000",
"125,424",TXICE34T1,US Immigration and Customs Enforcement,,"1,405"
"125,383",IL0030000,Bond County Sheriff's Department,"10,000",
"125,340",IL1001400,SOUTHERN ILLINOIS ENFORCEMENT GROUP,"16,967",
"125,286",NJ0120500,"US Marshals Service, Newark, NJ","5,813",
"125,138",OHCLP0082,Northern Ohio Law Enforcement Task Force - Cleveland,"46,349",
"125,122",CA0431600,City of Sunnyvale,"68,691",
"125,121",CA0431600,City of Sunnyvale,"88,979",
"125,120",CA0431600,City of Sunnyvale,"84,742",
"125,086",AKAST0100,STATE OF ALASKA,56,
"125,073",VTVSP0000,"Dept. of Public Safety, State of Vermont","2,049",0
"125,073",VTVSP0000,"Dept. of Public Safety, State of Vermont",16,0
"125,051",WA0272600,Tacoma Narcotics Enforcement Team,"153,593",
"125,014",CA0190036,Los Angeles County Sheriff's Department,"7,676",
"125,012",CA0190036,Los Angeles County Sheriff's Department,"4,839",
"125,011",CA0190036,Los Angeles County Sheriff's Department,"8,766",
"124,981",KYKSP0200,Kentucky State Police,"15,239",
"124,978",MO0270100,THE BUREAU OF JUSTICE ASSISTANCE,"1,573",
"124,969",WI0300100,CITY OF KENOSHA,"5,089",
"124,945",CA1900036,LASD,"6,348",
"124,938",CA01900W9,LOS ANGELES SO,"17,161",
"124,937",CA01900W9,LOS ANGELES SO,"2,733",
"124,936",CA01900W9,LOS ANGELES SO,"4,206",
"124,894",PA054013A,Schuylkill County District Attorneys Office,"3,000",
"124,865",WA0272600,Tacoma Narcotics Enforcement Task Force,"153,593",
"124,852",WAEQ00208,South Snohomish County Narcotics Task Force,"14,780",
"124,841",OH0431300,"Willoughby Hills Police Department, Willoughby Hills, Ohio","4,496",
"124,841",OHCLP0000,"Cleveland Division of Police, Cleveland, OH","46,349",
"124,719",MN02700C1,Hennepin County Sheriff's Office,"137,840",
"124,670",MN0271DTF,Southwest Hennepin Task Force,"50,000",
"124,670",MNEQ00244,West Metro Drug Task Force,"115,000",
"124,670",MNEQ00302,Hennepin County Violent Offender Task Force,"85,000",
"124,621",GA1470000,WALTON COUNTY BOC NARCOTICS TASK FORCE,"3,199",
"124,608",OH0231600,"Fairfield-Hocking Major Crimes Unit, Lancaster, Ohio","7,000",
"124,585",OHO254500,Ohio Organized Crime Investigation Commission,"2,299",
"124,533",WI0110000,Columbia County Sheriffs Department,"4,000",
"124,530",FLEQ00213,City of Coral Gables Police Department,"61,215",
"124,491",WI0670000,Washington County Sheriff's Department,"1,385",
"124,489",WI0370000,Marathon County Sheriff's Department,"29,660",
"124,448",KY0560000,JEFFERSON COUNTY SHERIFF'S OFFICE,"6,754",
"124,414",IN0820001,VANDERBURGH COUNTY JOINT TASK FORCE,"14,617",
"124,376","18050 Deering Livonia, MI 48152",Western Wayne Narcotics,"50,000",
"124,375","18050 Deering Livonia, MI 48152",Western Wayne Narcotics,"50,000",
"124,374","18050 Deering Livonia, MI 48152",Western Wayne Narcotics,"50,000",
"124,363",MN0200000,Ramsey County Sheriff Department DTF/VCET,"1,771",0
"124,321",IL0842600,Central Illinois Enforcement Group,"5,000",
"124,295",AR075015A,15th Judicial District Prosecuting Attorney,990,
"124,276",FBI000000,Federal Bureau of Investigation,"7,905",
"124,214",NY035013A,OC District Attorney & OC Commissioner of Finance,960,
"124,174",CO0230800,TWO RIVERS DRUG  ENFORCEMENT TEAM (TRIDENT),"14,714",
"124,160",NY043013A,Rockland County District Attorneys Offfice,"1,357,900",
"124,155",CO0230800,Two Rivers Drug Enforcement Team,"14,000",
"124,141",WA0174600,Valley Narcotics Enforcement Task Force (DEA),"67,400",
"124,114",FL0060000,Broward Sheriff's Office,"11,498","6,441"
"124,107",ND0090000,CASS COUNTY,"7,698",
"124,085",MO9500000,Saint Louis County Police Department,"60,872",
"124,076",WI0680000,Waukesha County Sheriffs Department,472,
"124,053",AR0721100,Fourth Judicial District Drug Task Force,"9,476",
"124,053",ARASP00ES,Arkansas State Police,"19,302",
"124,049",MO0950000,ST. LOUIS COUNTY POLICE DEPARTMENT,"11,076",
"124,045",WA0272600,DEA Tacoma Regional Task Force,"153,593",
"124,033",CA0190036,Los Angeles County Sheriff's Department,"2,420",
"124,011",DEA000000,DEA,"16,786",
"124,011",FBI000000,FBI,"2,921",
"124,007",DEA000000,DEA,"16,786",
"124,007",FBI000000,FBI,"2,921",
"124,006",DEA000000,DEA,"16,786",
"124,006",FBI000000,FBI,"2,921",
"124,002",OH0770013,Summit County Sheriff's Drug Task Force,"53,420",
"123,964",COEQ00065,FRONT RANGE TASK FORCE,"177,380",
"123,963",WA0174600,Valley Narcotics Enforcement Team,"22,400",
"123,963",WA0174600,Valley Narcotics Enforcement Team,"45,000",
"123,945",OH0181200,Brook Park Police Department,,"1,836"
"123,920",NJ015013A,U.S. Department of Treasury,"1,940",
"123,904",MI8218200,FBI C.H.I.E.F (Wayne County Sheriff's Office),"237,235",
"123,898",AKAST0100,Alaska State Troopers,"4,453",
"123,898",CA0349496,California Dept. of Justice/Bureau of Narcotic Enforcement,"269,593",887
"123,898",CA0560000,Ventura County Sheriff,"8,500",
"123,873",WI0411600,City of West Allis,"1,173",
"123,871",CBPOBP000,Customs Border Patrol,,"4,108"
"123,854",OH0210000,Delaware County Sheriff's Office,"40,342",
"123,853",MI6397597,Oakland County Narcotic Enforcement Team,"9,479",39
"123,833",MNEQ00244,West Metro Drug Task Force,"50,000",
"123,832",OH0231600,Fairfield Hocking Major Crimes Unit,"10,000",
"123,832",OH0231600,Fairfield Hocking Major Crimes Unit,"10,000",
"123,819",WA0272600,Tahoma Narcotics Enforcement Task Force,"153,593",0
"123,808",AR0720100,"Fourth Judicial Task Force - Fayetteville, AR","2,369",
"123,806",COEQ00065,FRONT RANGE TASK FORCE,"1,049",
"123,806",COEQ00065,FRONT RANGE TASK FORCE,"13,711",
"123,806",COEQ00065,FRONT RANGE TASK FORCE,"8,453",
"123,795",IL0168400,Customs and Border Protection,,"61,849"
"123,786",MI6338900,Farmington Hills Police Department,"9,467",
"123,786",MI6338900,Farmington Hills Police Department,"7,668",
"123,786",MI6338900,Farmington Hills PD,"7,223",
"123,786",MI6338900,Farmington Hills Police Department,"2,680",
"123,786",MI6397597,Oakland County Sheriffs Department,,39
"123,786",MI6397597,Oakland County Sheriffs Department,"9,479",
"123,785",MI6316300,Oakland County Narcotics Enforcement Team,"5,908",
"123,785",MI6338900,Farmington Hills Police Department,"61,847",
"123,785",MI6338900,Farmington Hills Police Department,"2,543",
"123,785",MI6338900,Farmington Hills Police Department,"7,884",
"123,781",MN0190000,"Dakota County Sheriff's Office, Hastings, MN",938,
"123,780",MOEQ00221,RCCEEG,"76,256",
"123,777",NY043013Y,Rockland County Intelligence Center New City NY,"242,513",
"123,777",NY043023A,Rockland County District Attorney's Office New City NY,"1,654",
"123,762",CA0013700,Alameda County Narcotics Task Force,"3,570",0
"123,757",AZ0070000,MARICOPA COUNTY,"38,406",
"123,748",NCPD02900,"Nassau County Police Department, Mineola, NY","30,364",
"123,739",AKAST0100,Alaska State Troopers,"6,137",
"123,717",CO0348000,Southwest Task Force,"4,007",
"123,714",WAEQ00208,South Snohomish County Narcotics Task Force,"14,780",
"123,677",OH0210000,Delaware County Drug Task Force,"18,843",
"123,675",OH0290001,Greene County ACE Task Force,"93,525",
"123,670",ARASP00ES,Special State Asset Forfeiture Grant,"14,454",
"123,667",OH0290001,A.C.E. Task Force,"93,525",
"123,655",ARASP00ES,Arkansas State Police-Special Funds,"28,234",
"123,653",WIQNGCD26,National Guard,"3,000",
"123,652",NY-------,Drug Enforcement Administration,600,0
"123,652",NY-------,New York State,"5,579",0
"123,652",NY009013A,Clinton County District Attorney,920,0
"123,652",NY009013A,Clinton County District Attorney,422,0
"123,652",NY009013A,Clinton County District Attorney,"2,450",0
"123,652",NY009013A,Clinton County District Attorney,"4,603",0
"123,646",WI0600000,Sheboygan County,516,
"123,645",WAEQ00208,"South Snohomish County Narcotics Task Force, Lynnwood, WA","14,780",
"123,644",OH0130000,"Clermont County Sheriff's Office  Batavia, Ohio","26,139",
"123,631",MN0620000,Ramsey County Sheriff's Office,"4,314",
"123,623",MI6397597,Oakland County Narcotics Enforcement Team,"19,037",
"123,623",MI8269300,Charter Township of Redford,"4,426",
"123,616",OHEQ00081,Warren County Drug Task Force,"2,014",
"123,610",GAGSP0000,Georgia Department of Public Safety,"1,790",
"123,566",NY043013A,"Rockland County District Attorney Office, New City, NY","4,250,983",
"123,557",WI0720300,City of Wisconsin Rapids,250,
"123,555",COEQ00065,Front Range Task Force,"22,563",
"123,552",NY0050100,Auburn Police Department,"2,548",
"123,525",WI0440000,"Oneida County Sheriff's Office Rhinelander ,WI","4,064",0
"123,491",WI0680000,Waukesha County Sheriff's Office,"10,000",
"123,486",WA0170100,Valley Narcotic Enforcement Team,"67,400",0
"123,485",IN0180900,Muncie - Delaware County Drug Task Force,"23,143",
"123,482",WA0174600,VNET,"67,400",
"123,482",WA0272600,TNET,"153,593",
"123,470",IL0990000,"Will County, IL Asset Forfeiture Fund","3,000",
"123,465",MIEQ00255,Detroit Identity Theft Task Force,"4,130",0
"123,460",WI0600000,Sheboygan County MEG Unit,699,
"123,452",WI0680000,Waukesha County Sheriff's Department,147,
"123,450",WI0680000,Waukesha County Sheriff,"5,717",
"123,403",TX2272800,Texas Comptroller of Public Accounts,"1,073",
"123,403",TX2340000,Van andt County Sheriff Department,"3,812",
"123,403",TX2340000,Van Zandt County District Attorney,"2,665",
"123,396",OH0480700,Toledo Police Department,"5,239",
"123,376",NY1010000,New York State Police,"2,476",
"123,359",MNICE0300,Immigration and Customs Enforcement (ICE),,"9,621"
"123,357",COEQ00157,Northern Colorado Drug Task Force,"40,000",
"123,345",WI0370000,Marathon County Sheriff's Department,"6,779",
"123,344",ARASP00ES,Arkansas State Police,"16,037",
"123,343",OH0770001,"SUMMIT COUNTY SHERIFF'S OFFICE, Akron, Ohio","53,420",
"123,329",KY10CR019,Commonwealth Of Kentucky Menifee Circuit Court,822,
"123,297",CO0230800,Two Rivers Drug Enforcement,"14,714",
"123,251",OHCLPD056,Caribbean Task Force-City of Cleveland,"92,697",
"123,248",OH0770000,Summit County Drug Task force,"26,710",
"123,241",AKAST0100,"Alaska State Troopers, Dept. of Public Safety",56,
"123,240",CO0230800,TRIDENT Drug Task Force,"14,714",
"123,236",WIEQ00076,Waukesha County Metro Drug,"53,832","4,188"
"123,231",COICE03S0,Customs and Border Protection,,"90,021"
"123,224",GAGSP0001,Georgia Department of Public Safety,"21,308",
"123,219",AR0721100,4th Judicial District Drug Task Force,"4,738",0
"123,169",OHCLP0000,OCDETF - City of Cleveland,"46,349",
"123,168",NY035013A,"Orange County District Attorney, Goshen, New York",161,
"123,161",WI0600200,Sheboygan County Multijurisdictional Drug Unit,"1,572",
"123,158",WI0680000,Waukesha County Sheriff,394,
"123,099",WI0680000,"County of Waukesha, Waukesha, WI","5,000",
"123,089",MN0190800,City of Eagan,"20,511",
"123,067",IN0180100,City of Muncie Police Department-Drug Task Force,"5,028",
"123,067",IN0180900,Delaware County Drug Task Force,"7,389",
"123,049",MN0621800,"Metro Gang Strike Force - St. Paul, Minnesota","8,750",
"123,036",IL0999100,Will County Cooperative Assistance Team,"50,000",
"123,035",MO0950000,St. Louis County Police Department,"58,372",
"123,030",OH0250000,Franklin County Sheriff's Office,"13,368",
"123,029",OH0254500,Ohio Organized Crime,"90,000",
"123,028",OHEQ00304,Central Ohio HIDTA Task Force,"8,801",
"123,014",NY029023A,Nassau County District Attorney Civil Forfeiture,"3,751",
"123,012",OH0290000,Greene County Ohio Sheriff's Office,"93,525",
"123,009",AR0160800,2nd Judicial Drug Task Force,"25,446",
"123,007",OHCLPD056,Northern Ohio Law Enforcement Task Force NOLETF,"46,349",
"122,993",IA0780100,City of Council Bluffs Police/Southwest Iowa Narcotics Enforcement Taskforce,"4,008",0
"122,993",IA0780400,City of Carter Lake Police,115,0
"122,993",IAIHP0301,Iowa State Patrol,"1,616",0
"122,983",NJIRS2200,U.S. Department of Treasury,0,"152,427"
"122,932",NY043013A,Rockland County District Attorney's Office,"276,330",
"122,916",OH0090008,Butler County Sheriff's Office,"2,685",
