CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"117,665",CA004013A,Butte County District Attorney's Office,"3,596",
"117,665",CA0349965,California Highway Patrol,481,
"117,665",CA045013A,Shasta County District Attorney's Office,"96,503",
"117,665",CA052013A,Tehama County District Attorney's Office,"2,588","2,121"
"117,651",CAO410000,San Mateo County Sheriff's Office,"343,083",
"117,639",MO0390300,"Springfield, MO P.D. Distribution error on 05-0034","1,438",0
"117,606",GA016015A,Ogeechee Judicial Circuit DA's Office,557,0
"117,606",GA033015A,Cobb County DA's Office,"7,480",0
"117,606",GA038015A,Coweta Judicial Circuit DA's Office,"131,417","7,062"
"117,606",GA044015A,DeKalb County DA's Office,"3,211","46,844"
"117,606",GA048015A,Douglas County DA's Office,"3,187",0
"117,606",GA0600000,Fulton County DA's Office,"4,113","3,258"
"117,606",GA063025A,Brunswick Judicial Circuit DA's Office,234,0
"117,606",GA067015A,Gwinnett County DA's Office,"16,622",781
"117,606",GA075015A,Flint Judicial Circuit DA's Office,"2,579","13,086"
"117,606",GA0840000,Ocmulgee Judicial Circuit DA's Office,"2,306",0
"117,606",GA121015A,Augusta Judicial Circuit DA's Office,"1,790",0
"117,606",GA146015A,Lookout Mountain Judicial Circuit DA's Office,208,0
"117,606",GA1550000,Whitfield County Sheriff's Department,0,"5,268"
"117,606",GAEQ00150,Piedmont Judicial Circuit DA's Office,288,0
"117,591",GA1470100,Monroe Police Department,"3,199",
"117,576",SD0329900,South Dakota Highway Patrol,"31,467",
"117,576",SD0510000,Pennington County Sheriff's Office,"31,467",
"117,576",SD0510100,Rapid City Police Department,"31,467",
"117,576",SDEQ00273,James Valley Task Force,"5,000",
"117,568",AZ0040600,"PAYSON POLICE DEPARTMENT PAYSON, AZ",0,"2,000"
"117,561",CA0340400,Sacramento County Sheriff's Department,"5,546",
"117,506",CA009013A,El Dorado County District Attorney,"9,555",
"117,413",MT0560000,"Yellowstone County Sheriff's Office, Billings, MT","28,398",
"117,410",USMS00000,U.S Department of Justice ,"9,312",
"117,377",VT0020000,Bennington County Sheriff's Dept,"1,200",
"117,377",VT0020100,Bennington Town Treasurer - Bennington Police Dept.,"1,200",
"117,377",VT0040400,Winooski City Treasurer - Winooski Police Dept.,"3,634",
"117,377",VT0060100,ST Albans City Treasurer - St. Albans Police Dept.,"1,697",
"117,377",VT0080000,Lamoille County Sheriff,34,
"117,377",VT0080100,Morristown Town Treasurer - Morristown Police Dept.,"3,767",
"117,377",VT0100100,Newport City Treasurer,"10,617",
"117,377",VT0110200,Rutland City Treasurer - Rutland City Police Dept.,"3,521",
"117,377",VT0120100,Barre City Treasurer - Barre City Police Dept.,16,
"117,377",VT012165A,Vermont State Attorney General's Office ,182,
"117,377",VT0130100,Bellows Falls Village Treasurer - Bellows Falls Police Dept,16,
"117,377",VT0130300,Wilmington Town Treasurer - Wilmington Police Dept.,"3,634",
"117,377",VT0140300,Hartford Town Treasurer - Hartford Police Dept.,"2,430",
"117,377",VT0140600,Chester Town Treasurer - Chester Police Dept.,64,
"117,374",CA0330000,"Riverside Sheriff's Office/SIB, Riverside, CA","20,000",
"117,366",IA091013A,Warren County Attorney's Office,"5,000",
"117,363",KS0080100,"Augusta Police Dept, Augusta, KS",530,
"117,292",WV0150000,Hancock County Sheriff's Department,"9,071",
"117,242",MD0000000,U.S. Marshal's Service,"7,402",
"117,241",KY1000000,Pulaski County Sheriff's Office,"4,208",0
"117,193",IA0480000,Iowa County Sheriff's Department,"2,660",
"117,193",IA0520000,Johnson County Sheriff's Department,"9,043",
"117,193",IA0520100,Coralville Police Department,"9,043",
"117,193",IA0520200,Iowa City Police Department,"9,043",
"117,193",IA052023A,Johnson County  Attorney's Office,"2,660",
"117,193",IA0520400,University of Iowa Police Department,"9,043",
"117,193",IA0520500,North Liberty Police Department,"2,660",
"117,193",IADNE0000,Iowa Division of Narcotics Enforcement,"9,043",
"117,148",MA0050800,GLOUCESTER POLICE DEPARTMENT,"6,163",
"117,148",MA0052600,ROCKPORT POLICE DEPARTMENT,"6,163",
"117,148",MAEQ00079,MANCHESTER POLICE DEPARTMENT,"6,163",
"117,142",CA0010000,Alameda County Sheriff's Office,"111,342",
"117,142",CA001013G,Alameda County Probation Department,"17,342",
"117,142",CA0010900,Oakland Police Department,"17,342",
"117,142",CA0011400,East Bay Regional Parks Police Department,"2,504",
"117,142",CA0013300,Oakland Housing Authority Police Department,"17,342",
"117,096",GA0920000,Lowndes County Sheriff's Office,"94,897",
"117,042",AZ0080100,Mohave Area General Narcotics Enforcement Team,"279,770",
"117,040",MO0640010,North East Missouri Drug Task Force,"5,228",
"116,949",CA0480500,"Suisun City Police Department, Suisun City, CA 94585","1,400",0
"116,872",GA0560201,Peachtree City Police Department,"38,547","10,652"
"116,872",GA0560300,Tyrone Police Department,"57,588","10,652"
"116,872",GA0561000,Fayetteville Police Department,"66,729","10,652"
"116,795",GA0050000,Baldwin County Sheriff's Department,"15,000",
"116,795",GA0050100,Milledgeville Police Department,"4,000",
"116,795",GA1170101,Eatonton Police Department,"39,701",
"116,795",GAEQ00301,Ocmulgee Judicial Circuit District Attorney,"8,822",
"116,779",VAUSM0400,U S MARSHALL SERVICE (OVER PAYMENT RETURNED),340,
"116,762",AZ007013A,Maricopa County Attorney's Office ,"23,860",
"116,758",VA0200000,Chesterfield police Dept,"2,357",
"116,758",VA021013A,Chesterfield Commonwealth Attorney,367,
"116,758",VA0260000,Dinwiddie County Sheriff office,"2,357",
"116,758",VA027013A,Dinwiddie Commonwealth Attorney,367,
"116,758",VA0740000,Prince George police Dept,"2,357",
"116,758",VA074013A,Prince George Commonwealth Attorney,367,
"116,758",VA1050000,Colonial Heights Police Dept,"2,357",
"116,758",VA105011A,Colonial Heights Commonwealth Attorney,367,
"116,758",VA1130000,Hopewell Police Dept,"2,357",
"116,758",VA1180000,Petersburg Police Dept,"2,357",
"116,758",VA119011A,Petersburg Commonwealth Attorney,367,
"116,758",VAVSP0000,Virginia State Police Dept,"2,357",
"116,757",IA066013A,"Mitchell County Attorney, Osage, IA",136,
"116,757",IA077015A,"Ia. Attorney General, Des Moines, IA",136,
"116,753",SC0027000,Jasper County Sheriff's Office,0,"5,415"
"116,722",IA0700000,Muscatine County Sheriff,"1,411",
"116,722",IA0700100,Muscatine Police Department,"1,411",
"116,722",IA070013A,Muscatine County Attorney,"1,411",
"116,706",WV0120503,Potomac Highland Drug & Violent Crime Task Force,"47,554",
"116,698",KY0930300,LaGrange Police Department,"10,323",
"116,693",SC0180200,Town of Summerville / Summerville Police Department,0,"14,980"
"116,657",CA0290100,Grass Valley Police Department,"36,909","1,681"
"116,657",CA0290200,Nevada City Police Department,"36,909","1,681"
"116,640",CA0510000,Sutter County Sheriff's Department,"12,000",
"116,640",CA051013A,Sutter County District Attorney's Office,"6,000",
"116,640",CA0510200,Yuba City Police Department,"12,000",
"116,640",CA0580000,Yuba County Sheriff's Department,"12,000",
"116,640",CA058013A,Yuba County District Attorney's Office,"6,000",
"116,612",GA0180000,Butts County Sheriff's Office,"3,500",
"116,593",CA0330000,Riverside County Sheriff's Department,"8,475",
"116,561",OR0170400,Rogue Area Drug Enforcement,"47,208",
"116,556",MD0070000,Carroll County Sheriff's Office,"2,866",
"116,556",MD007013A,Carroll County States Attorney's Office,"19,874",
"116,556",MDMSP0200,Maryland State Police,"15,920",
"116,529",WY0130100,CASPER POLICE DEPARTMENT,243,0
"116,529",WY0130200,MILLS POLICE DEPARTMENT,"1,295",0
"116,503",CA0360200,Chino Police Department (City of Chino),"95,405",
"116,503",CA0360500,Montclair Police Department (City of Montclair),"116,000",
"116,460",WY0130000,NATRONA COUNTY SHERIFF,270,
"116,460",WY0130100,CASPER POLICE DEPARTMENT,270,
"116,390",NY0050000,Cayuga County Sheriff's Office,"4,095",
"116,384",AL0570000,Russell County Sheriff's Department,"10,000",
"116,384",AL0570100,Phenix City Police Department,"10,000",
"116,384",GA0720000,Harris County Sheriff's Department,"10,000",
"116,384",GA1060000,Muscogee County Sheriff's Department,"19,113",
"116,384",GA1060100,Columbus Police Department,"10,000",
"116,384",GA1330000,Taylor County Sheriff's Office,"9,113",
"116,343",AZ0030100,City of Flagstaff Police Department,"4,937",
"116,343",AZUSM1000,US Marshals Office,"5,053",
"116,321",GA0370000,Cook County Sheriff's Office,"32,562",
"116,166",WV0350000,OHIO COUNTY SHERIFF'S DEPARTMENT,"1,762",
"116,166",WV0350100,WHEELING POLICE DEPARTMENT,"4,110",
"116,120",CA048013A,"Solano County DA's office, Fairfield, CA","1,553",
"115,976",SC0150000,Colleton County Sheriff's Office,"115,668",
"115,963",OK020015A,"District 2 District Attorney's Office, Arapaho, OK",0,"7,505"
"115,851",KY0470200,Radcliff Police Department,"1,275",
"115,614",IA0170000,"Cerro Gordo County Sheriff's Office, Mason City, Iowa","3,636",0
"115,614",IA0170200,"Mason City Police Department, Mason City, Iowa","3,636",0
"115,614",IA0340000,"Nora Springs Police Department, Floyd County Sheriff's Office",900,0
"115,521",CA0410000,San Mateo County Sheriff's Department,"1,499",
"115,424",TN0840500,Atoka Police Department,"32,089",
"115,368",NC0710300,Surf City Police Department,"1,963",
"115,359",OK0680100,SALLISAW POLICE DEPARTMENT,"4,954",
"115,327",IL0602900,Metropolitan Enforcement Group of Southwestern Illinois (MEGSI),0,"4,000"
"115,238",USMS00000,US Marshal,93,
"115,211",IL0163300,5th District SWAT,0,"1,000"
"115,170",SC0110200,Gaffney Police Dept,"46,283",
"115,136",OR0170100,Grants Pass Department of Public Safety,"53,639",
"115,136",OR017013A,Josephine County District Attorney,"30,165",
"114,967",GAGBI0310,SOUTH GEORGIA DRUG TASK FORCE,"4,409",
"114,670",WA0390000,Yakima County Sheriff's Department,"63,383",
"114,670",WA0390400,City of Union Gap,"28,170",
"114,670",WA0390500,Yakima Police Department,"190,148",
"114,604",KYUSM0200,U. S. Marshal's Service,"2,849",
"114,566",PA0220200,Harrisburg City PD,"25,000",
"114,566",PA0220300,Hummelstown Borough PD,"10,000",
"114,566",PA0220405,Lower Paxton Twp PD,"10,000",
"114,566",PA0220500,Middletown Borough PD,"25,000",
"114,566",PA0220600,Paxtang Borough PD,"2,000",
"114,566",PA0220700,Steelton Borough PD,"15,000",
"114,566",PA0220800,Susquehanna Twp PD,"15,000",
"114,566",PA0220900,Swatara Twp PD,"20,000",
"114,566",PA0221200,Millersburg PD,"1,000",
"114,566",PA0221300,Penbrook Borough PD,"15,000",
"114,566",PA0221500,Derry Twp PD,"25,000",
"114,566",PA0221700,Lower Swatara Twp PD,"1,000",
"114,478",WA0310300,City of Everett,73,0
"114,332",KY017015A,"Commonwealth Atty. 56th Circuit, Princeton, KY",250,
"114,170",MI1124800,Benton Harbor Police Department,"1,055",
"114,170",MI1172600,Saint Joseph Police Department,"1,055",
"114,170",MI1187700,Saint Joseph Charter Township Police Department,"1,055",
"114,058",WI0670100,Germantown Police Department,"9,960",
"114,058",WI0670200,Hartford Police Department,196,
"114,058",WI0670300,Kewaskum Police Department,"1,552",
"114,058",WI0670400,West Bend Police Department,"7,332",
"114,058",WI0670500,Slinger Police Department,52,
"114,058",WI0670700,Jackson Police Department,52,
"113,913",NJ0020100,Allendale P.D. ,315,
"113,913",NJ0020300,Bergenfield P.D. ,"6,806",
"113,913",NJ0020500,Carlstadt P.D.,"1,300",
"113,913",NJ0020500,Carlstadt P.D.,441,
"113,913",NJ0020500,Carlstadt P.D.,521,
"113,913",NJ0020500,Carlstadt P.D.,"1,165",
"113,913",NJ0020500,Carlstadt P.D.,"1,341",
"113,913",NJ0020500,Carlstadt P.D.,421,
"113,913",NJ0020500,Carlstadt P.D.,943,
"113,913",NJ0020600,Cliffside Park P.D. ,"2,577",
"113,913",NJ0020600,Cliffside Park P.D. ,"2,573",
"113,913",NJ0021100,Elmwood Park P.D. ,"4,586",
"113,913",NJ0021100,Elmwood Park P.D. ,"1,563",
"113,913",NJ0021100,Elmwood Park P.D. ,"1,840",
"113,913",NJ0021100,Elmwood Park P.D. ,"5,240",
"113,913",NJ0021200,East Rutherford P.D. ,"5,319",
"113,913",NJ0021200,East Rutherford P.D. ,739,
"113,913",NJ0021200,East Rutherford P.D. ,739,
"113,913",NJ0021200,East Rutherford P.D. ,"4,612",
"113,913",NJ0021200,East Rutherford P.D. ,555,
"113,913",NJ0021400,Emerson P.D. ,562,
"113,913",NJ0021600,Englewood Cliffs P.D. ,800,
"113,913",NJ0021700,Fair Lawn P.D. ,"3,285",
"113,913",NJ0021700,Fair Lawn P.D. ,"6,641",
"113,913",NJ0021700,Fair Lawn P.D. ,"3,136",
"113,913",NJ0021700,Fair Lawn P.D. ,"6,992",
"113,913",NJ0021800,Fairview P.D. ,"4,627",
"113,913",NJ0021800,Fairview P.D. ,"3,530",
"113,913",NJ0021900,Fort Lee P.D. ,415,
"113,913",NJ0021900,Fort Lee P.D. ,829,
"113,913",NJ0022500,Hasbrouck Heights P.D. ,"4,980",
"113,913",NJ0022500,Hasbrouck Heights P.D. ,"1,782",
"113,913",NJ0022700,Hillsdale P.D. ,842,
"113,913",NJ0022700,Hillsdale P.D. ,642,
"113,913",NJ0022700,Hillsdale P.D. ,584,
"113,913",NJ0022700,Hillsdale P.D. ,"1,167",
"113,913",NJ0022800,Ho-Ho-Kus P.D. ,689,
"113,913",NJ0023300,Mahwah P.D. ,"1,195",
"113,913",NJ0023300,Mahwah P.D. ,805,
"113,913",NJ0023300,Mahwah P.D. ,947,
"113,913",NJ0023300,Mahwah P.D. ,"1,228",
"113,913",NJ0023900,North Arlington P.D. ,"5,833",
"113,913",NJ0024300,Old Tappan P.D.,294,
"113,913",NJ0024600,Paramus P.D. ,"3,698",
"113,913",NJ0024600,Paramus P.D. ,"2,286",
"113,913",NJ0025000,Ridgefield Park P.D.,"4,239",
"113,913",NJ0025000,Ridgefield Park P.D.,"4,525",
"113,913",NJ0025100,Ridgewood P.D. ,"4,056",
"113,913",NJ0025100,Ridgewood P.D. ,472,
"113,913",NJ0025100,Ridgewood P.D. ,"3,938",
"113,913",NJ0025300,River Vale P.D. ,922,
"113,913",NJ0025300,River Vale P.D. ,"2,495",
"113,913",NJ0025300,River Vale P.D. ,695,
"113,913",NJ0025300,River Vale P.D. ,"1,043",
"113,913",NJ0025300,River Vale P.D. ,"1,391",
"113,913",NJ0025300,River Vale P.D. ,609,
"113,913",NJ0025300,River Vale P.D. ,"1,806",
"113,913",NJ0025300,River Vale P.D. ,956,
"113,913",NJ0025400,Rochelle Park P.D. ,936,
"113,913",NJ0025400,Rochelle Park P.D. ,624,
"113,913",NJ0025400,Rochelle Park P.D. ,484,
"113,913",NJ0025400,Rochelle Park P.D. ,585,
"113,913",NJ0025400,Rochelle Park P.D. ,780,
"113,913",NJ0025600,Rutherford P.D.,658,
"113,913",NJ0025700,Saddle Brook P.D. ,707,
"113,913",NJ0026400,Waldwick P.D. ,300,
"113,913",NJ0026400,Waldwick P.D. ,"2,472",
"113,913",NJ0026400,Waldwick P.D. ,300,
"113,913",NJ0026400,Waldwick P.D. ,300,
"113,913",NJ0026400,Waldwick P.D. ,500,
"113,913",NJ0026400,Waldwick P.D. ,300,
"113,913",NJ0026400,Waldwick P.D. ,400,
"113,913",NJ0026400,Waldwick P.D. ,300,
"113,913",NJ0026500,Wallington P.D.,"1,471",
"113,913",NJ0026500,Wallington P.D.,"1,322",
"113,913",NJ0026600,Washington Twp. P.D. ,488,
"113,913",NJ0026700,"Westwood, P.D.  ","1,371",
"113,913",NJ0026900,Wood-Ridge P.D. ,416,
"113,913",NJ0027100,Bergen County P.D. ,"6,146",
"113,913",NJ0027100,Bergen County P.D. ,"6,059",
"113,913",NJ0027100,Bergen County P.D. ,"1,488",
"113,913",NJ0027100,Bergen County P.D. ,"1,050",
"113,913",NJ0027100,Bergen County P.D. ,"2,130",
"113,913",NJ0027100,Bergen County P.D. ,734,
"113,913",NJ0027100,Bergen County P.D. ,"4,457",
"113,913",NJ0027100,Bergen County P.D. ,"9,781",
"113,913",NJ0027100,Bergen County P.D. ,"1,138",
"113,913",NJ0027100,Bergen County P.D. ,"4,541",
"113,913",NJ0027100,Bergen County P.D. ,999,
"113,839",WI0370000,Marathon County Sheriff's Department,"29,693",
"113,795",OH0140400,Wilmington Police Department,"10,040",
"113,795",OH0830100,Franklin Police Department,"5,827",
"113,795",OH0830300,Lebanon Police Department,363,
"113,795",OHUSM0100,United States Marshall Service,"3,212",
"113,753",IA0780000,"State of Iowa, DEC Program",538,0
"113,719",WI0180000,EAU CLAIRE COUNTY SHERIFF'S OFFICE,"14,200",
"113,705",MN0190800,Eagan Police Department,"32,203",
"113,635",WA0300000,Skamania County Sheriff's Office,"50,000",0
"113,541",NY0430000,Rockland County Sheriff's Department,"4,250,983",
"113,441",OH077013A,Summit County Prosecutor's Office,"20,000",
"113,441",OH0770400,Fairlawn Police Department,"10,000",
"113,409",TX2410100,El Campo Police Department,0,"8,000"
"113,367",WI0410000,Milwaukee County Sheriff's Department,"3,874",
"113,367",WI0410000,Milwaukee County Sheriff's Department,"2,526",
"113,367",WI0410300,Cudahy Police Department,842,
"113,367",WI0410300,Cudahy Police Department,"1,293",
"113,367",WI0680000,Waukesha County Sheriff's Department,842,
"113,367",WI0680000,Waukesha County Sheriff's Department,"1,293",
"113,367",WIDCI0000,WI Department of Justice - DCI,"3,874",
"113,367",WIDCI0000,WI Department of Justice - DCI,"3,368",
"113,367",WIMPD0000,Milwaukee police Department,"24,535",
"113,367",WIMPD0000,Milwaukee Police Department,"15,553",
"113,367",WIQNGCD26,WI National Guard,"4,209",
"113,367",WIQNGCD26,WI National Guard,"9,040",
"113,299",MO0460010,South Central Missouri Drug Task Force,"3,000",
"113,264",MI6371400,"Royal Oak Police Department, Royal Oak, MI","23,248",
"113,250",CO0350300,Fort Collins Police Services,"70,000",
"113,250",CO0350400,Loveland Police Department,"40,000",
"113,250",CO0350500,Colorado State University Police Department,"10,000",
"113,227",WIEQ00300,Dodge County Drug Task Force,"55,115",
"113,212",MN02700C1,Hennepin County Sheriff's Office,"25,000",
"113,211",MN02700C1,Hennepin County Sheriff's Office,"60,000",
"113,171",OH0230000,"Fairfield County Sheriff, Lancaster, Ohio","32,300",
"113,171",OH0230100,"Lancaster Police Department, Lancaster, Ohio","16,000",
"113,171",OH023013A,"Fairfield County Prosecutor, Lancaster, Ohio","12,000",
"113,171",OH0230900,"Pickerington Police Deparment, Pickerington, Ohio","16,000",
"113,171",OH0370000,"Hocking County Sheriff, Logan, Ohio","9,000",
"113,171",OH0370100,"Logan Police Department, Logan, Ohio","3,000",
"113,171",OH037013A,"Hocking County Prosecutor, Logan, Ohio","3,000",
"113,087",IL08496A9,IL STATE POLICE,0,"3,037"
"113,076",NY0060100,Dunkirk Police Department,"8,207",
"113,076",NY0060200,Jamestown Police Department,"9,407",
"113,076",NY0062900,Fredonia Police Department,"4,104",
"113,063",OH0710100,Chillicothe Police Department,"28,044",
"113,063",OH071013A,Ross County Prosecutor,"28,044",
"113,039",OH0290000,Greene County Sheriff's Office,"246,126",
"113,024",GA067015A,Gwinnett County District Attorney's Office,"131,000",0
"112,962",CO0078000,Boulder County Drug Task Force,"1,940",
"112,933",PA0491700,"Northumberland County District Attorney, Sunbury, PA","6,491",
"112,922",WI0680100,City of Brookfield Police,"3,239",0
"112,922",WI0680300,Village of Menomonee Falls,"3,239",0
"112,922",WI0680400,City of New Berlin Police,"3,239",0
"112,922",WI0680500,City of Waukesha Police,"6,479",0
"112,922",WI0680600,City of Muskego Police,332,0
"112,922",WI0681100,Village of Hartland Police,473,0
"112,922",WI0681400,Village of Pewaukee Police,318,0
"112,921",WI0680000,Waukesha County Sheriff's Department,"32,837","43,638"
"112,892",AR0160000,Craighead County Sheriff's Dept.,"5,594",
"112,892",AR0160000,Craighead County Sheriff's Dept.,111,
"112,892",AR0160100,Jonesboro Police Dept.,111,
"112,892",AR0160100,Jonesboro Police Dept.,"13,985",
"112,892",ARASP0800,Arkansas State Police,111,
"112,892",ARASP0800,Arkansas State Police,"5,594",
"112,890",ND0080000,Burleigh County Sheriffs Department,"3,434",
"112,890",ND0080100,Bismarck Police Department,"3,434",
"112,890",ND0300000,Morton County Sheriffs Department,"3,434",
"112,890",ND0300200,Mandan Police Department,"3,434",
"112,880",OH0210011,Delaware County LEAP Drug Task Force,"4,782",
"112,822",NY0501500,"Suffolk County Court Officers Assn. Riverhead, NY","38,379",
"112,822",NY0501500,"Suffolk County Court Officers Assn. Riverhead, NY","5,090",
"112,822",NY0510100,"Suffolk County Police Dept. Yaphank, NY","250,000",
"112,822",NY0512600,"Southampton Village Police Dept. Southampton, NY ","20,450",
"112,822",NY0512600,"Southampton Village Police Dept. Southampton, NY ","5,271",
"112,822",NY0512600,"Southampton Village Police Dept. Southampton, NY ","10,000",
"112,822",NY0512600,"Southampton Village Police Dept. Southampton, NY ","9,000",
"112,822",NY0513900,"Quogue Village Police Dept. Quogue, NY","26,657",
"112,822",NY0514000,"Westhampton Beach P.D. Westhamton Beach, NY","9,000",
"112,822",NY0514600,"Head of Harbor Police Dept. St. James, NY ","14,000",
"112,822",NY0515200,"East Hampton Town Police Dept. Wainscott, NY ","9,000",
"112,822",NY0515500,"Riverhead Police Dept. Riverhead, NY","5,900",
"112,822",NY0515900,"Southold Town Police Dept. Peconic, NY","9,000",
"112,822",NY1510500,"NYS Police Dept. Troop L East Farmimgdale, NY","1,511",
"112,822",NY1510500,"NYS Police Dept. Troop L East Farmimgdale, NY","6,778",
"112,817",IN0270000,Grant Co Sheriff's Dept/Joint Effort Against Narcotics,"1,092",
"112,800",NY056013A,WARREN COUNTY DISTRICT ATTORNEY'S OFFICE,"3,000",
"112,784",IN067015A,A-Way Home Shelter,"1,508",
"112,780",WV0540100,Parkersburg Police Department,"1,773","2,868"
"112,780",WV0540800,Vienna Police Department,"1,773","2,868"
"112,780",WV0540800,Wood County Sheriff Department,"1,773","2,868"
"112,780",WVWSP3300,West Virginia State Police,"1,773","2,868"
"112,769",IN0000000,US Customs and Border Protection,0,"20,398"
"112,766",NY0560000,Warren County Sheriff's Office,"2,500",
"112,736",PA040013A,Luzerne County District Attorney's Office,0,57
"112,700",IN0710000,St. Joseph County Police Department,"4,533",
"112,700",IN0710100,Mishawaka Police Department ,"3,995",
"112,697",OH0290100,Fairborn Police Department,"4,118",
"112,697",OH0290100,Fairborn Police Department,289,
"112,697",OH0290100,Fairborn Police Department,"4,021",
"112,697",OH0290100,Fairborn Police Department,"3,816",
"112,697",OH0290100,Fairborn Police Department,"13,201",
"112,697",OH0290100,Fairborn Police Department,"6,153",
"112,697",OH0290100,Fairborn Police Department,"1,221",
"112,697",OH0290100,Fairborn Police Department,"6,952",
"112,697",OH029013A,Greene County Prosecutor's Office,"3,816",
"112,697",OH029013A,Greene County Prosecutor's Office,"1,221",
"112,697",OH029013A,Greene County Prosecutor's Office,"4,021",
"112,697",OH029013A,Greene County Prosecutor's Office,"13,201",
"112,697",OH029013A,Greene County Prosecutor's Office,289,
"112,697",OH029013A,Greene County Prosecutor's Office,"4,118",
"112,697",OH029013A,Greene County Prosecutor's Office,"6,952",
"112,697",OH029013A,Greene County Prosecutor's Office,"6,153",
"112,697",OH0290300,Xenia Police Division,"4,118",
"112,697",OH0290300,Xenia Police Division,"1,221",
"112,697",OH0290300,Xenia Police Division,289,
"112,697",OH0290300,Xenia Police Division,"6,153",
"112,697",OH0290300,Xenia Police Division,"3,816",
"112,697",OH0290300,Xenia Police Division,"6,952",
"112,697",OH0290300,Xenia Police Division,"4,021",
"112,697",OH0290300,Xenia Police Division,"13,201",
"112,697",OH0290400,Yellow Springs Police Department,879,
"112,697",OH0290400,Yellow Springs Police Department,807,
"112,697",OH0290400,Yellow Springs Police Department,245,
"112,697",OH0291100,Beavercreek Police Department,289,
"112,697",OH0291100,Beavercreek Police Department,"4,021",
"112,697",OH0291100,Beavercreek Police Department,"6,153",
"112,697",OH0291100,Beavercreek Police Department,"4,118",
"112,697",OH0291100,Beavercreek Police Department,"1,221",
"112,697",OH0291100,Beavercreek Police Department,"6,952",
"112,697",OH0291100,Beavercreek Police Department,"3,816",
"112,697",OH0291100,Beavercreek Police Department,"13,201",
"112,697",OH0291300,Sugarcreek Township Police Department,879,
"112,697",OH0291300,Sugarcreek Township Police Department,245,
"112,697",OH0291300,Sugarcreek Township Police Department,807,
"112,677",PAUSM0400,U.S. Marshals Service,"26,630",
"112,675",WI0370300,Wausau Police Department,"13,581",
"112,675",WI0371300,Everest Metro Police Department,"6,791",
"112,670",WI0440200,City Rhinelander Police,"13,764",
"112,668",WI0680000,Waukesha County Sheriff - Canine Fund,"2,000",
"112,588",WA0312300,Snohomish County Regional Task Force,"10,283","178,780"
"112,558",WI0600100,"Plymouth Police Dept., Plymouth, WI",679,
"112,558",WI0600100,"Plymouth Police Dept, Plymouth, WI",159,
"112,558",WI0600100,"Plymouth Police Dept. Plymouth, WI",872,
"112,558",WI0600200,"Sheboygan Police Dept. Sheboygan, WI",159,
"112,558",WI0600200,"Sheboygan Police Dept.Sheboygan, Wi",679,
"112,558",WI0600200,"Sheboygan Police Dept. Sheboygan, WI",872,
"112,558",WI0600300,"Sheboygan Falls Police Dept. Sheboygan Falls, WI",872,
"112,558",WI0600300,"Sheboygan Falls Police Dept. Sheboygan Falls, WI",159,
"112,539",NJUSM0100,US Marshals District of NJ,"47,339",
"112,534",MO0920300,CITY OF ST CHARLES,"45,686",
"112,534",MO0950200,CITY OF BALLWIN,"53,366",
"112,534",MO0952100,CITY OF DELLWOOD,"53,366",
"112,534",MO0952800,CITY OF FERGUSON,"53,366",
"112,534",MO0954100,CITY OF JENNINGS,"53,366",
"112,534",MO0954700,CITY OF MANCHESTER,"53,366",
"112,534",MO0954800,CITY OF MAPLEWOOD,"53,366",
"112,534",MO0955200,CITY OF NORMANDY,"7,679",
"112,534",MO0956200,CITY OF RICHMOND HEIGHTS,"50,691",
"112,534",MO0956700,CITY OF ST JOHN,"32,617",
"112,534",MO0957300,UNIVERSITY CITY,"12,716",
"112,534",MO0958000,CITY OF WEBSTER GROVES,"53,365",
"112,534",MO0958400,CITY OF WOODSON TERRACE,"53,366",
"112,534",MO0959A00,CITY OF CHESTERFIELD,"53,366",
"112,484",GARETURN0,"U.S.DOJ  (Marshals), Atlanta, Ga/Returned Check","10,138",
"112,474",OH0313400,Drug Abuse Reduction Task Force,"3,500",0
"112,403",COUSM0100,United States Marshall,"3,746",
"112,387",IN002015A,Allen County Prosecutor,"87,333",
"112,380",IL0162300,Illinois Regional Air Support,"1,000",
"112,380",IL0168000,Burbank Police Department,"1,500",
"112,261",CO0010100,Aurora Police Department,"9,933",
"112,261",CO0010100,Aurora Police Department,"5,901",
"112,261",CO0030000,Arapahoe County Sheriff's Office,"9,933",
"112,261",CO0030000,Arapahoe County Sheriff's Office,"5,901",
"112,261",CO016025A,Denver District Attorney's Office,"5,901",
"112,261",CO016025A,Denver District Attorney's Office,"9,933",
"112,261",CO0180000,Douglas County Sheriff's Office,"9,933",
"112,261",CO0180000,Douglas County Sheriff's Office,"5,901",
"112,261",COCBI0008,Colorado Bureau of Investigation,"5,901",
"112,261",COCBI0008,Colorado Bureau of Investigation,"9,933",
"112,261",CODPD0000,Denver Police Department,"69,400",
"112,261",CODPD0000,Denver Police Department,"39,833",
"112,261",COQNGCD18,Colorado National Guard,"5,901",
"112,261",COQNGCD18,Colorado National Guard,"9,933",
"112,204",NY0030000,Broome County Sheriff's Office,"21,722",
"112,203",NY0301000,Binghamton Police Department,"5,923",
"112,194",WI0520200,Racine Drug Unit,"5,089",
"112,163",NY0162300,SARANAC LAKE VILLAGE POLICE,"10,000",
"112,079",MN0620400,Maplewood Police Department,355,
